Charter number,Year and quarter,Year,Quarter ,Credit Union name,Street  (Mailing address),City  (Mailing address),State (Mailing address),Zip code (Mailing address),Credit Union type,NCUA region,Low-income designation,Members,Total assets,Total loans,Total deposits,Return on average assets,Net worth ratio (excludes CECL transition provision),Loan-to-share ratio,"Total deposits, 4 quarter growth  (%)","Total loans,  4 quarter growth  (%)","Total assets,  4 quarter growth  (%)","Members, 4 quarter growth  (%)","Net worth,  4 quarter growth (excludes CECL transition provision) (%)",NCUA internal ID (join_number)
6986,2024.1,2024,1,NORTHERN HILLS,PO BOX 759,STURGIS,SD,57785,FCU,3,Yes,11360,158000136,116482266,130137180,0.3,9.91,89.51,5.82,19.52,14.65,8.44,9.11,3169
6992,2024.1,2024,1,COTEAU VALLEY,212  WEST HICKORY,SISSETON,SD,57262,FCU,3,Yes,2082,17410946,9119991,16012596,0.25,8.77,56.96,15.5,0.77,14.19,4.73,1.27,3171
7000,2024.1,2024,1,ABOUND,P.O. Box 900,Radcliff,KY,40159,FCU,2,Yes,136760,2300616340,1636691074,1904244098,1.76,16.03,85.95,6.48,9.72,6.58,6.07,9.0,3176
7002,2024.1,2024,1,CROSSROADS FINANCIAL,"1102 W VOTAW ST, PO BOX 806",PORTLAND,IN,47371,FCU,2,Yes,8887,91912020,40011378,80271065,1.92,11.5,49.85,1.24,14.85,3.38,-3.14,14.04,3177
7020,2024.1,2024,1,M O,1730 Dakota Ave S,Huron,SD,57350,FCU,3,No,1791,43405542,22180141,38405616,0.5,10.9,57.75,6.5,-4.75,6.36,0.56,3.75,3183
7021,2024.1,2024,1,DACOTAH,2990 E HIGHWAY 44,Rapid City,SD,57702,FCU,3,Yes,904,12569337,6125341,11508167,1.33,8.39,53.23,5.15,0.93,5.76,-0.88,12.98,3184
7022,2024.1,2024,1,SPRINGFIELD POSTAL EMPLOYEES,"150 N LIMESTONE ST, ROOM 208",SPRINGFIELD,OH,45501,FCU,2,No,530,4141524,2417022,3203694,-2.12,15.77,75.44,-19.63,-8.5,-15.16,-6.69,-4.87,3185
7023,2024.1,2024,1,PORT ARTHUR COMMUNITY,3100 Central Mall Drive,Port Arthur,TX,77642,FCU,2,Yes,2377,20435431,14151393,17697783,-0.38,12.99,79.96,-2.2,-0.2,-3.8,-3.45,1.23,3186
7024,2024.1,2024,1,SOUTH TEXAS REGIONAL,PO Box 1556,Laredo,TX,78042,FCU,2,Yes,1334,5844325,4579911,5078771,0.44,12.74,90.18,0.54,4.16,1.54,-0.52,7.26,3187
7027,2024.1,2024,1,INTERNATIONALITES,901 N CANAL ST,CARLSBAD,NM,88220,FCU,3,No,1154,11971321,7965542,9917193,-0.3,16.81,80.32,-12.59,31.71,-10.42,6.36,1.22,3188
7039,2024.1,2024,1,MONROE COUNTY TEACHERS,1442 Kennedy Dr,Key West,FL,33040,FCU,2,No,1996,25466847,18084962,22823281,0.38,9.65,79.24,4.77,13.11,4.24,3.9,-2.99,3193
7045,2024.1,2024,1,JUDICIAL & JUSTICE,"600 S Maestri Pl  Rm 166, F Edward ",New Orleans,LA,70130,FCU,2,Yes,399,1677890,649703,1501942,0.58,10.12,43.26,-5.67,20.85,-5.23,-1.48,-1.32,3196
7063,2024.1,2024,1,GREAT BASIN,9770 S Virginia St,Reno,NV,89511,FCU,3,No,22849,281758027,193912092,250251975,1.03,10.23,77.49,1.43,-8.76,2.69,2.56,11.91,3208
7064,2024.1,2024,1,SUN,1627 Holland Rd,Maumee,OH,43537,FCU,2,Yes,35247,674106798,484574116,562834900,0.39,9.77,86.1,-4.24,2.95,3.98,-2.26,5.65,3209
7066,2024.1,2024,1,EASTERN INDIANA,801 SOUTH MEMORIAL DRIVE,NEW CASTLE,IN,47362,FCU,2,Yes,5063,39868015,21376435,35477754,1.55,10.61,60.25,-3.16,-4.54,-1.34,-3.45,16.21,3211
7067,2024.1,2024,1,FT RANDALL,PO BOX 297,WAGNER,SD,57380,FCU,3,Yes,3283,39686376,21294785,32761014,6.58,9.36,65.0,1.78,8.29,12.69,10.5,37.93,3212
7069,2024.1,2024,1,BLOOMFIELD FIRE AND POLICE,375 Franklin St,Bloomfield,NJ,07003,FCU,1,No,1304,9870246,7713856,8423541,-1.94,13.54,91.57,22.75,26.88,19.24,1.88,-4.64,3214
7072,2024.1,2024,1,ASHLAND COMMUNITY,PO Box 682,Ashland,OH,44805,FCU,2,No,3082,21434152,16129537,19328655,1.95,9.46,83.45,0.88,9.18,3.05,0.36,27.1,3217
7088,2024.1,2024,1,CINCINNATI INTERAGENCY,26 Martin Luther King Dr #G4,Cincinnati,OH,45220,FCU,2,No,2192,34149776,13562900,29264436,1.83,13.65,46.35,-5.85,0.86,-4.1,-5.15,7.1,3226
7091,2024.1,2024,1,METRO CU,P.O. BOX 390696,OMAHA,NE,68139,FCU,3,Yes,44110,587806458,335459081,508805229,0.67,11.47,65.93,9.47,15.97,10.55,0.59,16.5,3228
7092,2024.1,2024,1,GALVESTON SCHOOL EMPLOYEES,PO Box 3429,Galveston,TX,77552,FCU,2,Yes,650,2373693,1650346,2046465,-0.04,11.09,80.64,-10.38,-3.02,-9.6,-18.03,-3.5,3229
7101,2024.1,2024,1,CHENEY,PO BOX 160,CHENEY,WA,99004,FCU,3,Yes,6380,149810814,74665539,135223150,0.19,8.72,55.22,-3.17,3.74,-2.64,1.37,0.69,3234
7118,2024.1,2024,1,DUNLOP EMPLOYEES,PO BOX 1109,BUFFALO,NY,14240,FCU,1,No,1785,15557934,10588485,13165477,0.2,12.88,80.43,-6.46,3.83,-4.65,1.02,0.28,3239
7126,2024.1,2024,1,ANN ARBOR POSTAL,18459 REDMAN RD,MILAN,MI,48160,FCU,1,No,110,573778,337156,308182,-0.44,46.25,109.4,-21.17,-28.28,-18.99,-9.09,-16.3,3241
7129,2024.1,2024,1,CHEMCEL,5740 COUNTY ROAD 4,BISHOP,TX,78343,FCU,2,Yes,9411,156341744,97576544,135486007,0.83,12.19,72.02,1.37,1.77,2.31,-0.76,7.07,3243
7149,2024.1,2024,1,BISON,2 W MACARTHUR ST,SHAWNEE,OK,74804,FCU,2,Yes,4199,40539864,9981220,37359041,0.8,14.01,26.72,-11.42,-11.67,-9.48,-2.03,7.86,3254
7151,2024.1,2024,1,OKLAHOMA,517 NE 36TH ST,OKLAHOMA CITY,OK,73105,FCU,2,Yes,10572,182481990,121660418,151033368,1.99,17.86,80.55,-1.85,-0.52,0.47,-2.57,11.12,3255
7154,2024.1,2024,1,OK MEMBERS FIRST,10832 E 31ST ST,TULSA,OK,74146,FCU,2,Yes,3412,25200004,19060467,21355503,0.38,13.7,89.25,0.38,3.39,1.36,-1.9,2.69,3258
7172,2024.1,2024,1,ST. PHILIP'S CHURCH,"204 W 134th st, Undercroft Room U-1",New York,NY,10030,FCU,1,Yes,321,1304486,78681,880466,0.58,31.15,8.94,-2.96,-14.06,-1.6,-2.43,1.2,3269
7182,2024.1,2024,1,SUMMIT,P O BOX 1460,AKRON,OH,44309,FCU,2,Yes,4778,56608465,32705653,48547112,1.44,13.63,67.37,-6.02,5.07,-3.65,0.1,13.46,3275
7184,2024.1,2024,1,LIBERTY SAVINGS,666 Newark Avenue,Jersey City,NJ,07306,FCU,1,Yes,16901,128120684,67067642,110394507,0.43,12.37,60.75,-5.39,-0.38,-6.65,-12.48,5.6,3277
7210,2024.1,2024,1,HEMINGFORD COMMUNITY,P.O. BOX 991,HEMINGFORD,NE,69348,FCU,3,No,1020,8954129,5300731,8003437,1.17,10.34,66.23,-10.04,11.6,-8.17,-1.26,10.91,3290
7217,2024.1,2024,1,SELF RELIANCE NY,108 2nd Ave,New York,NY,10003,FCU,1,No,14882,1392474119,786947660,1156267896,-0.05,18.39,68.06,-3.4,9.51,-2.36,-0.29,1.37,3294
7219,2024.1,2024,1,ST. FRANCIS X,2140 M 119,Petoskey,MI,49770,FCU,1,No,9697,230511171,134307618,198959338,0.71,13.69,67.51,4.5,1.58,0.2,1.6,5.84,3296
7238,2024.1,2024,1,PHILADELPHIA,12800 Townsend Rd,Philadelphia,PA,19154,FCU,1,Yes,120042,1670837644,1006811334,1487079890,0.57,13.56,67.7,1.87,11.21,2.7,-1.1,0.81,3306
7244,2024.1,2024,1,UNITED BUSINESS & INDUSTRY,120 Woodford Ave,Plainville,CT,06062,FCU,1,No,10919,129455658,103466864,115646215,1.28,9.9,89.47,-1.59,11.48,0.04,1.69,14.7,3308
7253,2024.1,2024,1,EAST BATON ROUGE TEACHERS,4836 Plank Rd,Baton Rouge,LA,70805,FCU,2,Yes,1582,4819819,2442474,4368660,0.39,9.05,55.91,-7.33,18.43,-7.49,0.76,6.2,3316
7256,2024.1,2024,1,COMMUNITY,4610 S. PRAIRIE AVE,CHICAGO,IL,60653,FCU,3,Yes,154,134804,33702,99659,-1.34,26.07,33.82,-33.81,401.0,-28.41,-21.83,-13.05,3317
7264,2024.1,2024,1,MONEY ONE,PO BOX 6398,LARGO,MD,20792,FCU,1,Yes,8204,120134559,89240865,94108283,0.51,10.84,94.83,-0.77,7.98,5.94,-8.65,0.88,3321
7289,2024.1,2024,1,THUNDERBOLT AREA,1601 CEDAR STREET,MILLVILLE,NJ,08332,FCU,1,Yes,3304,37492217,10609893,33316149,1.82,11.05,31.85,4.04,12.48,5.16,0.58,16.45,3336
7297,2024.1,2024,1,PHEPLE,230 Theobold Ave,Greensburg,PA,15601,FCU,1,Yes,17128,121537728,92346954,110685230,0.15,8.53,83.43,0.63,1.56,1.56,3.16,3.69,3341
7301,2024.1,2024,1,UNION,PO BOX 603,FARMERVILLE,LA,71241,FCU,2,Yes,566,645993,145657,462265,-3.1,27.58,31.51,-12.18,-23.36,-11.11,-5.82,-8.78,3343
7307,2024.1,2024,1,CHEYENNE-LARAMIE COUNTY EMPLOYEES,4523 Driftwood Dr,Cheyenne,WY,82009,FCU,3,No,2052,29642244,5100291,25557142,2.31,12.75,19.96,-6.41,-4.88,-3.14,-2.43,20.19,3347
7316,2024.1,2024,1,PIMA,6850 N ORACLE RD,TUCSON,AZ,85704,FCU,3,Yes,66461,1235444896,848953588,1024719738,1.04,9.91,82.85,11.69,19.88,19.25,3.24,14.85,3351
7331,2024.1,2024,1,LOUISIANA CATHOLIC,814 Jordan St,Shreveport,LA,71101,FCU,2,Yes,2278,28152938,14811386,24820161,-1.73,11.44,59.67,-2.39,6.86,-1.15,-4.04,8.01,3357
7345,2024.1,2024,1,CARIBE,195 Calle Oneill,San Juan,PR,00918,FCU,2,Yes,54193,682396303,523112825,597309253,1.7,9.5,87.58,4.37,-4.64,3.87,2.96,18.1,3367
7346,2024.1,2024,1,SELFRELIANCE,2332 W Chicago Ave,Chicago,IL,60622,FCU,3,No,39488,1136458978,541442642,746982538,0.29,11.34,72.48,6.28,9.43,33.14,20.91,2.84,3368
7361,2024.1,2024,1,BLUE,2401 E. Pershing Blvd,Cheyenne,WY,82001,FCU,3,Yes,141341,2087627717,1709338783,1745746459,0.33,8.35,97.91,16.01,13.62,14.03,19.69,27.76,3379
7376,2024.1,2024,1,FLEUR-DE-LIS,"433 Metairie Rd, St. 114",Metairie,LA,70005,FCU,2,Yes,1659,16939408,7175045,15290223,0.61,11.26,46.93,-5.81,-5.37,-5.63,-8.8,1.75,3387
7383,2024.1,2024,1,FAMILY 1ST,917 Moravia St,New Castle,PA,16101,FCU,1,Yes,1800,14644528,11506875,12630587,0.84,13.52,91.1,9.23,11.94,8.93,1.58,8.15,3391
7392,2024.1,2024,1,FORTRESS,615 N Western Ave,Marion,IN,46952,FCU,2,Yes,1999,19597455,12309315,15943412,0.82,17.88,77.21,3.59,23.63,4.34,-3.01,5.74,3395
7397,2024.1,2024,1,ASCEND,PO BOX 1210,TULLAHOMA,TN,37388,FCU,2,Yes,239960,4418618872,3052766196,3559634677,0.86,13.38,85.76,3.75,9.82,8.76,4.15,6.74,3397
7405,2024.1,2024,1,SEG,PO BOX 69,LAUREL,MT,59044,FCU,3,Yes,1923,23605035,16694223,20755905,0.19,10.96,80.43,0.76,1.99,1.91,1.53,9.83,3402
7415,2024.1,2024,1,UNITED COMMUNITY,6010 Mountain View Dr,West Mifflin,PA,15122,FCU,1,No,9541,125147954,49534222,110974058,0.64,11.07,44.64,-5.48,5.67,-4.37,-2.79,6.42,3408
7423,2024.1,2024,1,SCHOFIELD,PO BOX 860669,WAHIAWA,HI,96786,FCU,3,Yes,2133,32618732,23265207,25508720,0.09,17.17,91.2,-5.83,15.35,-0.2,-11.42,0.74,3413
7428,2024.1,2024,1,STRAITS AREA,PO Box 367,Cheboygan,MI,49721,FCU,1,Yes,12350,115261085,48943040,103607080,0.99,10.68,47.24,-3.32,1.53,-0.65,-1.29,7.62,3416
7448,2024.1,2024,1,1ST ADVANTAGE,PO Box 2116,Newport News,VA,23609,FCU,1,Yes,70411,1007312395,715966203,861004265,1.69,13.55,83.15,2.73,6.48,4.78,-0.59,16.57,3424
7465,2024.1,2024,1,AWAKON,PO BOX 420,ONAWAY,MI,49765,FCU,1,Yes,14535,184647658,133797504,160998937,1.16,11.02,83.1,2.87,5.16,2.52,0.82,11.9,3435
7471,2024.1,2024,1,MOLOKAI COMMUNITY,P.O. Box 1888,Kaunakakai,HI,96748,FCU,3,Yes,4289,37022118,17624070,30338687,3.49,14.43,58.09,-5.67,-10.19,1.51,-0.37,27.85,3436
7473,2024.1,2024,1,ALEXANDRIA T & P,3900 TERMINAL RD,ALEXANDRIA,LA,71302,FCU,2,Yes,805,6345006,4610175,4776266,1.47,24.53,96.52,-14.01,15.56,-10.41,0.5,6.5,3438
7482,2024.1,2024,1,TRANSTAR,12930 NORTHWEST FREEWAY,HOUSTON,TX,77040,FCU,2,No,2859,28187269,23052621,25749346,-0.32,8.24,89.53,-5.18,-3.0,-5.03,-5.8,-3.05,3443
7504,2024.1,2024,1,CONCORD,833 Marcy Ave,Brooklyn,NY,11216,FCU,1,Yes,630,8908805,1003876,7907268,30.98,10.9,12.7,-11.19,-25.4,-2.82,-5.12,400.64,3450
7509,2024.1,2024,1,MUSKEGON,65 W LAKETON AVE,MUSKEGON,MI,49441,FCU,1,Yes,5021,72684087,28013906,63944769,1.56,10.81,43.81,2.48,4.19,3.66,-1.12,6.41,3453
7520,2024.1,2024,1,GULF COAST,1001 SPRINGHILL AVE,MOBILE,AL,36604,FCU,2,Yes,8725,50660956,21378900,46680828,-1.64,8.39,45.8,-15.21,-13.64,-15.11,34.56,-15.83,3456
7524,2024.1,2024,1,C-PLANT,P.O. BOX 9250,PADUCAH,KY,42002,FCU,2,No,16175,301242278,138512206,255288494,1.43,14.53,54.26,11.13,10.77,11.01,-0.53,9.22,3459
7531,2024.1,2024,1,HUGHES,PO Box 11900,Tucson,AZ,85734,FCU,3,Yes,181191,2304412455,1735820095,2038069155,0.36,9.78,85.17,23.23,-1.66,21.95,1.67,1.25,3462
7532,2024.1,2024,1,TUSCALOOSA V A,P.O. Box 70400,Tuscaloosa,AL,35407,FCU,2,Yes,3265,45416206,22045278,40529438,0.34,13.08,54.39,-2.69,27.77,-1.77,1.87,3.77,3463
7534,2024.1,2024,1,HIALEAH MUNICIPAL EMPLOYEES,P.O. Box 112823,Hialeah,FL,33011,FCU,2,Yes,1602,13233207,6646726,9858084,-0.27,25.0,67.42,1.75,16.39,-1.62,1.46,-0.62,3464
7544,2024.1,2024,1,REDSTONE,220 WYNN DR,HUNTSVILLE,AL,35893,FCU,2,Yes,808245,7642468910,3812503101,6918401338,1.55,12.56,55.11,-0.47,5.57,0.48,5.85,12.81,3468
7546,2024.1,2024,1,RIDGELINE,564 E 300 S,SALT LAKE CITY,UT,84102,FCU,3,Yes,1911,27474402,14346884,24860571,0.1,9.4,57.71,2.89,5.22,2.55,-0.31,-0.91,3469
7552,2024.1,2024,1,HARRIS COUNTY,1400 Franklin St,Houston,TX,77002,FCU,2,No,18941,205885886,117804911,162359406,1.6,20.51,72.56,-4.44,9.91,-1.31,2.44,8.52,3474
7557,2024.1,2024,1,GLENDALE,500 E Wilson Ave,Glendale,CA,91206,FCU,3,No,8077,102315773,64489345,84647106,0.23,11.66,76.19,-8.09,-2.19,-11.07,-0.94,1.12,3477
7573,2024.1,2024,1,ARLINGTON COMMUNITY,PO BOX 40070,ARLINGTON,VA,22204,FCU,1,Yes,23887,509834201,423090401,430461570,0.31,7.79,98.29,10.47,7.32,6.72,-0.05,5.4,3490
7576,2024.1,2024,1,CREIGHTON,2575 Dodge St,Omaha,NE,68131,FCU,3,Yes,9411,67514150,44206505,61070000,-0.62,9.06,72.39,-0.06,-3.98,-0.58,-0.06,-1.25,3492
7590,2024.1,2024,1,GREATER TEXAS,12544 Riata Vista Circle,AUSTIN,TX,78727,FCU,2,Yes,83996,950794484,729735612,862745927,-0.54,6.9,84.58,-3.4,-4.87,-1.88,0.36,-6.05,3499
7599,2024.1,2024,1,HURON AREA EDUCATION,1855 ARIZONA AVE SW,HURON,SD,57350,FCU,3,No,858,16565658,8283980,14696099,1.34,10.77,56.37,2.79,-0.1,4.08,-11.82,12.13,3506
7608,2024.1,2024,1,CBC,"CBC Federal Credit Union, 2151 E. G",Oxnard,CA,93036,FCU,3,Yes,27994,861088824,680869199,668173036,0.16,7.72,101.9,6.16,7.43,7.22,1.06,2.42,3511
7610,2024.1,2024,1,SUNFLOWER COMMUNITY,PO Box 190,Marysville,KS,66508,FCU,3,No,3437,27936437,20946655,25722706,0.57,7.99,81.43,17.31,7.48,16.37,3.74,10.54,3513
7628,2024.1,2024,1,SOUTHEAST MICHIGAN STATE EMPLOYEES,17135 W. 10 MILE ROAD,SOUTHFIELD,MI,48075,FCU,1,Yes,3560,49994648,10282586,45681754,0.81,10.01,22.51,-0.83,-20.39,0.26,-4.91,8.7,3522
7633,2024.1,2024,1,WARREN MUNICIPAL,31300 HOOVER,WARREN,MI,48093,FCU,1,No,1408,20896118,11859343,19087256,1.08,8.5,62.13,-13.02,0.64,-11.2,-1.81,14.78,3525
7641,2024.1,2024,1,OZARK,2438 Katy LN,Poplar Bluff,MO,63901,FCU,3,Yes,15526,106966728,75758309,94743413,1.36,10.07,79.96,7.43,16.81,9.24,6.33,19.88,3531
7644,2024.1,2024,1,GOGEBIC COUNTY,600 W LEAD ST,BESSEMER,MI,49911,FCU,1,Yes,3826,35321720,13615338,30351199,2.61,12.99,44.86,-7.29,4.55,-3.77,-2.82,20.62,3532
7652,2024.1,2024,1,WESTPORT,P.O. Box 288,Westport,MA,02790,FCU,1,No,6322,73658585,33365895,67383784,1.38,8.25,49.52,-3.32,-4.3,-1.79,-1.94,17.3,3536
7656,2024.1,2024,1,OLEAN TEACHERS' AND POSTAL,1700 CONSTITUTION AVE,OLEAN,NY,14760,FCU,1,No,1664,25507718,7268451,23156772,1.31,8.82,31.39,-2.13,4.52,-0.97,0.0,12.41,3539
7662,2024.1,2024,1,GARDEN CITY TEACHERS,PO BOX 705,GARDEN CITY,KS,67846,FCU,3,No,2003,14782090,8414873,13467638,1.22,8.16,62.48,0.66,3.06,1.28,-0.05,14.98,3544
7672,2024.1,2024,1,BARAGA COUNTY,PO BOX 38,LANSE,MI,49946,FCU,1,No,4511,56397745,18364670,53651707,0.39,9.29,34.23,-0.59,7.88,2.83,0.74,7.61,3550
7674,2024.1,2024,1,YOUR LEGACY,P O Box 280,Tiffin,OH,44883,FCU,2,Yes,6500,72383385,40904334,65903495,0.76,9.56,62.07,-3.47,3.62,-2.95,-0.23,6.57,3552
7677,2024.1,2024,1,W T N M ATLANTIC,PO BOX 467,DENVER CITY,TX,79323,FCU,2,No,459,1807449,1316682,1400840,0.13,21.81,93.99,3.79,-7.63,4.11,1.1,4.23,3555
7684,2024.1,2024,1,JPFCE,600 E McDowell Rd,Jackson,MS,39204,FCU,2,Yes,183,557243,384780,486743,-8.89,11.49,79.05,-1.95,3.68,-10.39,-3.17,-49.51,3560
7688,2024.1,2024,1,PARTNERS 1ST,1330 Directors Row,Fort Wayne,IN,46808,FCU,2,Yes,45936,580334087,471932043,519222803,-0.2,8.89,90.89,0.82,-10.14,-5.24,-1.56,-0.69,3561
7700,2024.1,2024,1,ARKANSAS AM & N COLLEGE,"1200 UNIVERSITY DR, MAIL SLOT 4963",PINE BLUFF,AR,71601,FCU,2,Yes,534,2100601,1334971,1824120,1.6,12.71,73.18,-8.19,-0.97,-5.64,-50.65,14.78,3570
7715,2024.1,2024,1,EM,50 W IRON AVE,MESA,AZ,85210,FCU,3,No,2090,11357278,7468216,9614978,0.59,15.16,77.67,3.71,-3.36,3.71,8.46,3.73,3575
7716,2024.1,2024,1,GLENDIVE BN,PO BOX 600,GLENDIVE,MT,59330,FCU,3,No,1681,28899728,14740863,23649928,1.05,17.93,62.33,-4.34,27.39,-2.69,-0.94,5.91,3576
7717,2024.1,2024,1,INNER LAKES,19-21 E MAIN ST,WESTFIELD,NY,14787,FCU,1,Yes,8535,139532543,56209722,135054063,1.05,9.65,41.62,1.22,9.78,1.45,-7.16,10.52,3577
7722,2024.1,2024,1,HOMEBASE,4495 Crossings Blvd,Prince George,VA,23875,FCU,1,Yes,17465,270416900,145297025,250160642,0.62,9.82,58.08,1.98,5.83,2.89,1.3,6.29,3579
7723,2024.1,2024,1,360,"191 Ella Grasso Tpke, P.o. Box 273",Windsor Locks,CT,06096,FCU,1,No,19379,319007488,188297571,286524933,0.32,8.52,65.72,-2.5,1.22,-1.33,4.56,7.77,3580
7724,2024.1,2024,1,JESSOP COMMUNITY,1100 Green St,Washington,PA,15301,FCU,1,No,2891,33671930,14724192,30144071,1.37,10.42,48.85,-13.25,12.88,-11.09,2.23,14.57,3581
7731,2024.1,2024,1,METHODIST HOSPITAL EMPLOYEES,P. O. Box 655999,Dallas,TX,75265,FCU,2,No,1790,11934626,5063534,10498430,1.38,11.33,48.23,-6.2,15.65,-4.32,-2.66,16.35,3585
7748,2024.1,2024,1,CASCADE,18020 80th Ave S,Kent,WA,98032,FCU,3,No,10927,342734534,143112361,317739775,-0.43,14.47,45.04,-1.05,3.45,-3.24,1.13,-1.7,3596
7770,2024.1,2024,1,THINKWISE,599 N E St,San Bernardino,CA,92401,FCU,3,Yes,5930,113523518,66402523,101727400,0.21,9.57,65.27,1.74,11.43,1.56,4.0,-6.16,3606
7772,2024.1,2024,1,SMART,3454 N High St.,Columbus,OH,43214,FCU,2,No,2888,35306666,14574180,31150807,0.23,10.44,46.79,-2.05,9.9,-2.07,-18.21,5.81,3607
7776,2024.1,2024,1,LOOKOUT,"275 S. 5th Ave, Suite 210",Pocatello,ID,83201,FCU,3,Yes,27268,327950886,231990754,269811410,-0.91,6.24,85.98,-2.84,8.25,-0.62,-0.83,-11.16,3609
7790,2024.1,2024,1,RALEIGH COUNTY,200 VETERANS AVE,BECKLEY,WV,25801,FCU,1,Yes,2040,18733513,14496014,16267459,0.33,12.72,89.11,3.93,-5.74,3.25,6.64,3.77,3616
7817,2024.1,2024,1,SEA AIR,PO Box 2648,Seal Beach,CA,90740,FCU,3,No,6251,122888101,44860174,93457056,-0.97,24.54,48.0,-8.29,-7.94,-6.88,-2.71,-3.03,3633
7821,2024.1,2024,1,WEST BRANCH VALLEY,1640 HIGH STREET,WILLIAMSPORT,PA,17701,FCU,1,Yes,4673,51220560,25588609,47718565,0.14,7.7,53.62,-7.86,13.08,-6.83,-0.49,-0.28,3634
7822,2024.1,2024,1,CANNON,PO BOX 2080,CLOVIS,NM,88102,FCU,3,Yes,8908,100637550,50814465,89843279,2.31,10.35,56.56,-2.32,10.87,-0.12,3.55,24.39,3635
7825,2024.1,2024,1,EXCEL,5070 Peachtree Industrial Blvd,Norcross,GA,30071,FCU,2,Yes,14176,169203850,104305678,124756251,0.42,10.76,83.61,-6.42,-1.42,2.48,-2.57,8.77,3637
7835,2024.1,2024,1,SCE,PO BOX 8017,EL MONTE,CA,91734,FCU,3,Yes,68952,1111630308,798942534,931425265,0.36,8.56,85.78,3.26,13.22,6.84,5.7,6.27,3647
7840,2024.1,2024,1,TRULIANT,PO BOX 26000,Winston Salem,NC,27114,FCU,2,Yes,339959,5568851841,4162184682,4682139969,0.82,7.8,88.89,24.45,25.59,27.72,10.18,8.67,3650
7842,2024.1,2024,1,NORWIN TEACHERS,183 Clay Pike,North Huntingdo,PA,15642,FCU,1,No,3058,35320290,15971472,32593777,0.4,7.62,49.0,1.46,8.88,1.73,-0.39,4.48,3651
7844,2024.1,2024,1,FISHER SCIENTIFIC EMPLOYEES,300 INDUSTRY DR,PITTSBURGH,PA,15275,FCU,1,No,616,2446758,1271209,2227373,-2.47,8.89,57.07,-11.65,21.17,-10.75,-14.33,-0.87,3652
7846,2024.1,2024,1,SOLUTIONS,907 BROADWAY,ELMIRA,NY,14904,FCU,1,Yes,3498,38094924,17385388,33651909,1.89,10.98,51.66,-0.55,2.32,0.96,-1.74,12.65,3654
7870,2024.1,2024,1,FIRST FLIGHT,"1815 KILDAIRE FARM RD, SUITE A",CARY,NC,27518,FCU,2,Yes,18920,231139743,129644286,199277032,1.28,12.62,65.06,3.25,7.61,3.61,4.23,1.49,3663
7873,2024.1,2024,1,MARQUETTE COMMUNITY,1230 WEST WASHINGTON ST,MARQUETTE,MI,49855,FCU,1,Yes,8440,113737726,52838103,99599330,1.92,10.8,53.05,-6.28,47.05,-3.65,2.45,21.18,3664
7875,2024.1,2024,1,UKRAINIAN SELFRELIANCE,221 W. Street Road,Feasterville,PA,19053,FCU,1,Yes,15990,518118120,393154314,450165328,0.03,9.51,87.34,3.92,10.3,5.39,14.06,5.33,3665
7877,2024.1,2024,1,FOURTH WARD,60233 Smilin Acres Rd,amite,LA,70422,FCU,2,Yes,215,980524,515853,860462,5.46,12.24,59.95,-6.32,28.63,-3.75,-0.46,19.77,3667
7907,2024.1,2024,1,RENO CITY EMPLOYEES,386 HOLCOMB AVE,RENO,NV,89502,FCU,3,No,1749,32207425,13729721,28780354,1.28,10.47,47.71,-12.53,26.3,-10.66,-2.29,7.05,3685
7910,2024.1,2024,1,WEST MICHIGAN POSTAL SERVICE,P. O. BOX 341,MUSKEGON,MI,49443,FCU,1,Yes,816,7220815,4423368,6359201,0.79,11.35,69.56,-2.19,3.25,-0.97,-2.74,5.05,3686
7916,2024.1,2024,1,NECHES,PO Box 1118,Port Neches,TX,77651,FCU,2,No,74643,950956368,716159376,795801890,1.21,14.92,89.99,5.49,10.29,6.34,-3.07,7.84,3691
7925,2024.1,2024,1,GREAT ERIE,4000 N BUFFALO ST,ORCHARD PARK,NY,14127,FCU,1,No,8853,134101027,92438221,118651037,0.92,11.1,77.91,-0.17,1.35,0.91,1.02,9.9,3696
7927,2024.1,2024,1,LIVE LIFE,34200 Utica Rd,Fraser,MI,48026,FCU,1,Yes,1057,77036186,43829022,71854296,-1.18,6.32,61.0,4.61,1.4,3.37,-8.96,-7.02,3697
7955,2024.1,2024,1,BRAGG MUTUAL,2917 Village Dr,Fayetteville,NC,28304,FCU,2,Yes,9747,113332380,74339995,101085472,0.42,9.5,73.54,3.06,-1.19,3.8,-6.92,8.43,3712
7958,2024.1,2024,1,LAKEHURST NAVAL,60 LANSDOWNE RD,LAKEHURST NAEC,NJ,08733,FCU,1,Yes,1938,36514663,10199869,32343748,1.67,11.66,31.54,-4.42,0.81,-3.54,-2.52,2.83,3714
7960,2024.1,2024,1,WHITE SANDS,PO BOX 99,LAS CRUCES,NM,88004,FCU,3,Yes,30899,398668086,202978259,353501955,1.2,11.12,57.42,-5.69,2.55,-4.17,-6.79,10.69,3715
7970,2024.1,2024,1,ST. THOMAS,P.O. Box 1138,Charlotte Amali,VI,00804,FCU,2,Yes,8406,84761800,36482428,67125055,2.24,24.45,54.35,0.84,9.0,1.88,3.36,6.7,3720
